customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RiskScore,RiskSegment
TC-0005843,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,107.01,3842.44,No,29.84,Medium Risk
TC-0005844,Male,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,89.93,1243.64,No,30.49,Medium Risk
TC-0005845,Female,0,Yes,No,39,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.52,1973.06,Yes,65.47,High Risk
TC-0005846,Male,1,No,No,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,110.77,3854.23,Yes,71.47,High Risk
TC-0005847,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,120.49,5308.11,No,32.35,Medium Risk
TC-0005848,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,601.83,Yes,67.17,High Risk
TC-0005849,Male,0,No,No,37,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.01,2579.67,No,16.66,Low Risk
TC-0005850,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),133.27,389.13,Yes,72.02,High Risk
TC-0005851,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.96,599.49,Yes,63.01,High Risk
TC-0005852,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.47,535.82,Yes,69.96,High Risk
TC-0005853,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,109.22,2787.96,No,27.97,Medium Risk
TC-0005854,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.98,147.36,No,26.05,Medium Risk
TC-0005855,Male,1,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.98,222.49,Yes,66.81,High Risk
TC-0005856,Female,1,No,Yes,42,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.7,3573.11,Yes,68.34,High Risk
TC-0005857,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.36,700.79,No,16.42,Low Risk
TC-0005858,Male,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.79,1667.88,Yes,66.45,High Risk
TC-0005859,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),75.42,231.72,No,20.74,Low Risk
TC-0005860,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),125.72,1329.45,Yes,70.4,High Risk
TC-0005861,Male,1,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.48,501.04,Yes,69.84,High Risk
TC-0005862,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.04,42.0,No,20.4,Low Risk
TC-0005863,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,123.59,669.52,No,30.59,Medium Risk
TC-0005864,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,78.07,734.55,No,31.2,Medium Risk
TC-0005865,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,108.22,0.0,Yes,80.36,Critical Risk
TC-0005866,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.22,1748.08,No,28.27,Medium Risk
TC-0005867,Female,1,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.64,678.17,Yes,72.74,High Risk
TC-0005868,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.12,39.12,No,26.68,Medium Risk
TC-0005869,Female,1,Yes,No,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.68,1459.69,No,24.61,Low Risk
TC-0005870,Female,1,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.52,2814.45,No,28.86,Medium Risk
TC-0005871,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),99.64,3534.5,Yes,63.71,High Risk
TC-0005872,Male,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.95,458.33,No,22.9,Low Risk
TC-0005873,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),89.13,6146.91,No,16.48,Low Risk
TC-0005874,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),132.06,6925.65,No,21.08,Low Risk
TC-0005875,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.86,1164.49,Yes,71.8,High Risk
TC-0005876,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.81,399.92,Yes,70.87,High Risk
TC-0005877,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),72.26,67.27,Yes,62.87,High Risk
TC-0005878,Female,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,147.12,3603.22,No,37.54,Medium Risk
TC-0005879,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,141.36,2462.94,No,35.49,Medium Risk
TC-0005880,Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.43,3844.24,No,17.65,Low Risk
TC-0005881,Male,1,No,No,18,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.81,910.74,No,24.34,Low Risk
TC-0005882,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,6840.16,Yes,67.14,High Risk
TC-0005883,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.11,1197.41,No,15.24,Low Risk
TC-0005884,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,121.65,7036.11,No,22.46,Low Risk
TC-0005885,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.86,236.59,No,18.43,Low Risk
TC-0005886,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.29,233.91,Yes,68.09,High Risk
TC-0005887,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.03,2005.42,No,23.39,Low Risk
TC-0005888,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.94,1173.71,Yes,63.35,High Risk
TC-0005889,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,121.38,463.1,Yes,76.7,Critical Risk
TC-0005890,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.67,816.17,No,19.76,Low Risk
TC-0005891,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.23,628.17,Yes,70.78,High Risk
TC-0005892,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,35.66,No,17.61,Low Risk
TC-0005893,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.81,1028.39,No,21.82,Low Risk
TC-0005894,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,85.53,4960.34,No,21.32,Low Risk
TC-0005895,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.41,1292.68,Yes,68.36,High Risk
TC-0005896,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.92,1063.4,No,18.24,Low Risk
TC-0005897,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.21,0.0,Yes,88.85,Critical Risk
TC-0005898,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,100.54,2522.08,Yes,65.09,High Risk
TC-0005899,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.99,2455.42,No,20.51,Low Risk
TC-0005900,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,113.04,1451.24,Yes,72.31,High Risk
TC-0005901,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,80.69,653.92,Yes,68.88,High Risk
TC-0005902,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.67,2055.0,Yes,68.56,High Risk
TC-0005903,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,62.78,3370.32,No,20.06,Low Risk
TC-0005904,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,132.36,396.87,Yes,77.08,Critical Risk
TC-0005905,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.45,963.18,Yes,72.03,High Risk
TC-0005906,Female,1,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.3,218.13,Yes,68.73,High Risk
TC-0005907,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.29,454.64,No,28.31,Medium Risk
TC-0005908,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.26,466.93,No,25.4,Medium Risk
TC-0005909,Male,1,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.48,1861.01,No,22.1,Low Risk
TC-0005910,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.99,839.42,Yes,69.02,High Risk
TC-0005911,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.84,502.04,Yes,68.93,High Risk
TC-0005912,Female,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,112.51,4528.19,No,31.39,Medium Risk
TC-0005913,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.55,294.73,Yes,66.49,High Risk
TC-0005914,Male,1,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.67,840.41,No,26.37,Medium Risk
TC-0005915,Female,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.71,865.97,Yes,69.76,High Risk
TC-0005916,Male,0,Yes,No,8,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,60.17,459.67,No,21.13,Low Risk
TC-0005917,Female,1,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,115.53,332.04,Yes,78.11,Critical Risk
TC-0005918,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),107.63,1316.68,No,20.96,Low Risk
TC-0005919,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,79.75,583.98,Yes,67.42,High Risk
TC-0005920,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),117.21,741.94,Yes,65.94,High Risk
TC-0005921,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.35,5508.25,No,19.41,Low Risk
TC-0005922,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.24,456.36,No,17.42,Low Risk
TC-0005923,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.69,1250.64,Yes,61.81,High Risk
TC-0005924,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),112.15,437.41,No,22.57,Low Risk
TC-0005925,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),105.53,6033.28,No,22.92,Low Risk
TC-0005926,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.49,2621.66,No,23.66,Low Risk
TC-0005927,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.46,928.91,Yes,62.46,High Risk
TC-0005928,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,67.6,574.57,No,25.05,Medium Risk
TC-0005929,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,106.88,1308.52,Yes,71.36,High Risk
TC-0005930,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.9,625.59,No,23.97,Low Risk
TC-0005931,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),86.42,2766.38,No,16.84,Low Risk
TC-0005932,Male,1,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,106.78,3920.04,No,27.74,Medium Risk
TC-0005933,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.79,107.07,Yes,76.94,Critical Risk
TC-0005934,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.23,3920.91,No,22.81,Low Risk
TC-0005935,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.69,4978.24,No,26.98,Medium Risk
TC-0005936,Female,0,Yes,No,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.86,1287.42,No,31.08,Medium Risk
TC-0005937,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.9,315.77,No,27.02,Medium Risk
TC-0005938,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),117.36,3839.03,No,26.56,Medium Risk
TC-0005939,Male,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.62,1256.44,Yes,71.56,High Risk
TC-0005940,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,120.3,4148.91,No,25.78,Medium Risk
TC-0005941,Male,1,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,104.91,3322.6,Yes,71.87,High Risk
TC-0005942,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,130.42,0.0,Yes,89.75,Critical Risk
TC-0005943,Male,1,Yes,No,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),73.61,1298.58,No,19.13,Low Risk
TC-0005944,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,84.51,1094.67,Yes,66.92,High Risk
TC-0005945,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.69,1572.03,No,12.02,Low Risk
TC-0005946,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),116.59,779.57,Yes,69.96,High Risk
TC-0005947,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.39,477.44,Yes,70.46,High Risk
TC-0005948,Male,1,Yes,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,123.34,5560.13,No,26.2,Medium Risk
TC-0005949,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.39,213.9,No,33.01,Medium Risk
TC-0005950,Female,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,83.04,1847.7,No,26.29,Medium Risk
TC-0005951,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,114.8,772.0,Yes,76.32,Critical Risk
TC-0005952,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),115.56,1960.26,No,29.13,Medium Risk
TC-0005953,Female,1,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,121.41,2495.17,Yes,70.27,High Risk
TC-0005954,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.66,864.38,No,20.66,Low Risk
TC-0005955,Male,1,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,63.99,4458.89,No,17.83,Low Risk
TC-0005956,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),131.63,286.42,No,26.13,Medium Risk
TC-0005957,Male,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.36,1004.47,Yes,70.89,High Risk
TC-0005958,Male,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.51,455.63,No,20.05,Low Risk
TC-0005959,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,77.65,1480.99,No,23.91,Low Risk
TC-0005960,Female,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.49,405.51,Yes,70.35,High Risk
TC-0005961,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.0,34.52,No,26.62,Medium Risk
TC-0005962,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),113.16,6762.0,No,22.59,Low Risk
TC-0005963,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,109.95,1052.83,Yes,72.82,High Risk
TC-0005964,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.92,289.86,Yes,68.07,High Risk
TC-0005965,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.51,1000.24,Yes,68.33,High Risk
TC-0005966,Female,0,No,Yes,4,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,81.05,311.26,Yes,66.47,High Risk
TC-0005967,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.43,158.67,Yes,72.16,High Risk
TC-0005968,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,139.27,393.64,Yes,74.9,High Risk
TC-0005969,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.59,257.97,Yes,74.26,High Risk
TC-0005970,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.14,119.64,No,27.63,Medium Risk
TC-0005971,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,142.01,1490.16,Yes,73.56,High Risk
TC-0005972,Male,1,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.25,748.72,Yes,66.71,High Risk
TC-0005973,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.4,1750.54,No,30.33,Medium Risk
TC-0005974,Female,1,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.09,113.09,Yes,72.21,High Risk
TC-0005975,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),114.61,5703.64,No,16.94,Low Risk
TC-0005976,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),118.93,3656.66,No,22.86,Low Risk
TC-0005977,Male,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.57,2974.24,No,18.79,Low Risk
TC-0005978,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,126.75,1035.85,Yes,71.8,High Risk
TC-0005979,Female,1,No,No,21,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.83,1321.27,Yes,68.36,High Risk
TC-0005980,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.52,162.68,No,29.03,Medium Risk
TC-0005981,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,121.35,3742.85,No,31.05,Medium Risk
TC-0005982,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,86.51,263.78,Yes,71.66,High Risk
TC-0005983,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,101.91,721.73,No,31.67,Medium Risk
TC-0005984,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),86.6,1037.48,No,20.4,Low Risk
TC-0005985,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,120.15,2151.45,No,28.18,Medium Risk
TC-0005986,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,111.6,1624.22,No,31.64,Medium Risk
TC-0005987,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,131.28,258.61,Yes,75.61,Critical Risk
TC-0005988,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,96.79,874.6,No,33.06,Medium Risk
TC-0005989,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.75,4588.5,No,24.06,Low Risk
TC-0005990,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,116.93,4756.63,No,30.16,Medium Risk
TC-0005991,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,104.84,1870.15,No,27.71,Medium Risk
TC-0005992,Female,0,Yes,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),77.89,1247.79,No,18.46,Low Risk
TC-0005993,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,83.88,168.79,Yes,70.91,High Risk
TC-0005994,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.39,126.45,Yes,69.35,High Risk
TC-0005995,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.23,190.03,No,29.54,Medium Risk
TC-0005996,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.38,1513.08,Yes,71.54,High Risk
TC-0005997,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.1,1830.65,No,23.5,Low Risk
TC-0005998,Female,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,124.33,1639.3,Yes,77.11,Critical Risk
